# Emergency Corridor Edges (node_id_1, node_id_2, tier)
1695282709,cluster_495105018_5881397049_7546139445_7546139446_#2more,secondary
418737421,cluster_3275080331_418737418,secondary
543553059,543553089,secondary
1771985487,420553161,secondary
30264549,60591112,secondary
30227198,30884331,secondary
1484164576,9867870282,secondary
425635743,425635744,secondary
677439927,9397904794,secondary
30242957,30555006,tertiary
3207273509,442540258,secondary
790024575,806808396,primary
770847839,806808404,primary
30554811,30556746,primary
1307272004,30253574,secondary
30243373,30254227,secondary
1528760851,59850112,secondary
1382873680,30237628,secondary
1852768603,1852768629,secondary
359236003,359236004,secondary
2326000392,30243883,secondary
243749814,3439160184,secondary
30294568,30294569,secondary
243342790,597218426,secondary
12952598285,568495548,primary
1303363181,2687171811,tertiary
30247432,30247433,primary
412453976,412453978,primary
2692588225,7589389959,secondary
1374801002,4174394697,secondary
481122027,cluster_478867470_8530300628,primary
30313538,359237984,secondary
2473393679,2473393700,secondary
387127707,cluster_387127708_7487393988_848241511,secondary
8121509947,cluster_10173687158_10173687169_2510614164_2510614172_#4more,secondary
1458200694,1526422877,primary
240976232,240978204,secondary
1100295145,4850661052,secondary
30333341,30554041,secondary
1312053363,1623835968,secondary
432510056,977657489,primary
30238030,30253494,secondary
30237685,30558244,primary
2507405102,cluster_1382873554_1418737335,secondary
4354482929,668541555,secondary
543552991,690431146,secondary
30238009,30243048,secondary
690679239,7233634031,primary
126657995,30295215,tertiary
11264541277,1695282575,primary
30252066,cluster_2525354561_2984948749_4538123610,secondary
178532853,30585634,secondary
60591106,60591112,secondary
560006201,560006202,secondary
30295508,30295509,secondary
2690159863,3376229198,secondary
366065830,392353660,tertiary
2706190138,cluster_2707017763_951016291,primary
312894013,390879715,secondary
2650778327,955030102,primary
364669543,412453116,primary
273102085,412446078,tertiary
1233754567,288023065,secondary
30295097,30556734,primary
30243312,cluster_1012330342_340193179,secondary
1621899823,30312481,secondary
288026011,8165483916,secondary
30312934,30312935,secondary
324230636,330416987,primary
192068604,192071165,secondary
30237685,30237686,primary
1480306510,2533347689,primary
219009557,5278425950,secondary
1012330330,3134765933,secondary
30253367,5782967886,primary
30313125,30313240,secondary
cluster_1316679287_30296152,cluster_2684144699_482505212,tertiary
30237479,30251190,secondary
420553150,420553161,secondary
30689522,506223330,secondary
30295514,30295515,secondary
1311770051,1311770053,secondary
30254380,30254381,primary
4189299189,960619355,secondary
1652620972,3005325715,secondary
30296340,30296342,tertiary
30313440,8562072983,secondary
1315972413,1780444609,primary
1479334951,30238017,secondary
12952870829,269383883,secondary
1310620177,cluster_1310620180_1532984315,tertiary
cluster_1126848477_126797989_30243329,cluster_126797324_126803324_426889568,secondary
1623835965,3945318975,secondary
30248310,cluster_1009334217_30238385_4538123437,secondary
1528760851,30294177,secondary
30264597,30294448,secondary
8127333287,8529268154,secondary
30243357,4826672649,secondary
1860569745,30253983,secondary
544222999,cluster_1297445121_262251531_2810990589_347340786,secondary
30333339,30554042,primary
30617389,30617420,primary
10253033785,442540276,secondary
2708786158,960619355,secondary
392351451,392351456,tertiary
30237634,30237635,secondary
2687171807,2687171808,tertiary
12953261544,cluster_482505205_8530300629_8530300631,primary
4428072819,559803319,secondary
426881065,537823729,primary
2578612975,597218424,secondary
cluster_2657778372_4407424860,cluster_2707017763_951016291,secondary
112409083,30227192,secondary
30246970,30247005,secondary
1233754587,432510237,secondary
30242809,506236271,secondary
1400747727,2850693122,secondary
166211432,532408931,secondary
11411057255,30242874,secondary
1043834187,cluster_1312053315_2767355572_769906822,primary
1303465750,1303465752,secondary
426883557,cluster_12947743984_12947743985_331355857_366996302,primary
560006195,cluster_4346118755_4346122994_689430467,secondary
30254231,6070339664,secondary
1621899821,30312484,secondary
689430534,cluster_4431636963_4431636973_8140250869,secondary
412362700,8175209748,tertiary
12923224011,537823729,primary
1933546287,cluster_1125604861_1935827833,tertiary
cluster_356295200_690679209,cluster_690679102_690679104,secondary
2482703305,4084760954,secondary
12908680330,347712663,secondary
11243529761,21638922,secondary
30294784,cluster_432509967_432510087,primary
243341175,30253367,primary
13117186629,417978406,tertiary
3134509191,797407467,primary
30314630,416523700,secondary
598224742,598224744,tertiary
252825017,30243889,secondary
cluster_10617762299_561521683,cluster_1622039363_5286242896,secondary
1017920188,1303429920,primary
648862223,cluster_1312053372_421265639,secondary
2264591782,cluster_250793733_773324530,secondary
290060063,4345461389,secondary
30243244,30243245,secondary
cluster_1457780310_678297076,cluster_2087205009_5227213296,primary
425648707,425648708,tertiary
561521656,cluster_1297490058_1768889590,secondary
30242766,30242968,secondary
674790896,cluster_11877585718_126781133_1377806816,primary
1307272001,30253989,secondary
416885092,416886810,secondary
10141723907,30237484,secondary
544222994,cluster_10858526497_10858526500_441668045_544222987,secondary
790034779,790034784,tertiary
178542532,530687855,secondary
358505162,841867132,primary
668486384,994071419,secondary
243345481,243345599,secondary
815063096,cluster_30296601_4251794054,primary
12947743975,331355856,primary
cluster_2087205005_2087205007,cluster_3191418779_3191418780,primary
30295337,30295338,tertiary
243342790,30312954,secondary
364670492,8185022787,primary
10177367824,30246781,secondary
1768886795,1768886799,secondary
387127522,387127590,primary
567451703,cluster_415950289_6073196939,primary
358505133,6100210204,secondary
1116318859,2707139547,primary
30254051,30254052,primary
30294473,8417804017,secondary
269383883,998592654,secondary
1852768603,1857472173,secondary
30294674,364670546,primary
481122427,8530300635,secondary
30247027,30247061,secondary
30243262,30243263,primary
30294334,532408969,secondary
2456870326,415718626,primary
243338866,506151644,secondary
30254381,30556631,primary
30247006,8319500779,secondary
319631083,cluster_1139082290_1139082295_319630104_8550439929,secondary
537823705,cluster_12947788312_1337087205_412453236_6898609742,primary
4745850545,981699983,primary
30236779,30248252,primary
1458200694,364670521,primary
30558545,540312576,secondary
4318426016,597933817,secondary
687897113,cluster_416523685_6314709895_687897111,secondary
30253989,3601250399,secondary
1695062667,8379681578,primary
959498816,959498846,primary
2501701155,30238009,secondary
30295106,30617409,primary
4269412937,542641437,secondary
30254053,30254083,secondary
30246859,30246860,secondary
2697655637,974384683,primary
30297485,cluster_2473393628_2473393632_3127828871,secondary
30914390,8245376615,secondary
12944492903,30237701,secondary
2565812032,8957778170,tertiary
364718315,692247833,primary
30295312,847727784,tertiary
2749938625,30253730,secondary
559794886,cluster_1864143460_250794421_431481328_9449729915,secondary
30237614,30237696,secondary
560006202,cluster_10199264298_668486373,secondary
30237705,30238011,secondary
30617795,cluster_387127587_863733378,primary
1124790711,442540293,secondary
12952598293,618300957,primary
31285428,330415541,secondary
30238026,30238027,secondary
359104407,442540300,secondary
959498807,959498845,primary
2264151290,30227198,secondary
535657125,7022076523,secondary
30295138,8530214078,primary
11322667565,12953076917,secondary
364989976,687897152,secondary
347353578,cluster_253795220_253795580_3662615660_7006970222,secondary
13199461400,30244000,secondary
2606686567,cluster_1126998877_1126998911_12953261509,primary
30237679,30237680,primary
9233468280,cluster_4414985711_541643976_9605043050,primary
7862216634,cluster_243336646_243336865_3184350832,secondary
1312053375,cluster_1312053372_421265639,secondary
4127412196,626570718,primary
1940624171,30253391,secondary
30295515,30295517,secondary
13134439132,1400723068,secondary
30312484,cluster_253795218_30689530_3662615713_7006970224,secondary
30242766,506236271,secondary
533616095,8127333287,secondary
30294532,30294565,tertiary
359240328,cluster_1984002392_330418566,secondary
412398661,412398663,tertiary
4139413963,4690881901,secondary
392358854,392358860,primary
2262659967,30312487,secondary
30237542,8225869769,secondary
30237679,30294777,primary
1378060299,692263343,primary
950190540,955341779,primary
2628897485,30254599,tertiary
1856466395,2126571874,primary
30243054,cluster_30254225_5268554994_559787230_8205064230_#1more,secondary
30558567,3182649502,secondary
2513316044,390227124,secondary
60969502,60969514,secondary
1303465752,1368967593,secondary
257047964,257749040,tertiary
cluster_10782483583_6148227547,cluster_425612029_6148219578,primary
668486389,668512260,secondary
30332643,cluster_2293731616_5313720234,secondary
126544770,30295139,tertiary
30294772,30294856,secondary
30253977,308733525,secondary
243345439,cluster_243345653_30297797_4139413948,secondary
30294487,cluster_30294478_5264614128_7223680633,secondary
1046599571,3762047842,tertiary
847727780,847727782,tertiary
30294326,cluster_2691107011_30294197_8528179107,secondary
316877767,316877771,secondary
1382873567,364991353,secondary
219026483,30243166,secondary
126699974,415935180,secondary
408908799,651878676,secondary
30251174,30251175,secondary
11305973952,604943444,primary
1000063811,690411229,secondary
2872559395,359097332,secondary
4022831609,555187275,secondary
3218700096,559765962,secondary
11369675082,11391883977,secondary
10141723903,557230481,secondary
30617785,392351069,primary
4829396040,cluster_126798002_126800097_426891064,secondary
1889882325,1889882331,secondary
1771985486,359238601,secondary
30264597,7022076523,secondary
347344133,8132079781,secondary
1303440697,4485281937,tertiary
4397168781,5306386384,secondary
cluster_1224389881_1224389897,cluster_12947743984_12947743985_331355857_366996302,primary
1624948210,30246777,secondary
30295508,598224641,secondary
30294335,30558555,secondary
425612275,cluster_11218778225_11218778227_251543450_687897181,secondary
126699973,415884756,secondary
cluster_12953261545_481122118_8530300633,cluster_482505205_8530300629_8530300631,secondary
1311770048,33098957,secondary
1377806835,7252348261,primary
2665264314,2665264315,secondary
323190145,cluster_415994560_481122563,primary
10177367826,1532752080,secondary
603995049,950190540,primary
541643984,8495220348,secondary
1402987469,cluster_190972365_2239890983_71709908,secondary
30242972,30242973,primary
240982770,243748972,secondary
1856466545,2087204995,secondary
cluster_12516813715_2976987341_482505222,cluster_2936643036_2936643038_2936643039_30296147,secondary
1377933376,359236960,secondary
258565859,cluster_257746909_258563358,primary
30297301,30297333,secondary
2264150807,4554626933,secondary
209084274,cluster_190985498_190985499_533663031,secondary
2983305742,415716564,primary
364718311,692247833,primary
442540267,cluster_1126848522_30243208_3184415002_6855299017,secondary
1295283770,cluster_2697516077_430764639,primary
1853174712,2983345305,primary
178520716,178525065,secondary
1621899821,30312831,secondary
4337235666,cluster_2148865171_689999085,secondary
30297382,597218426,secondary
cluster_1119994499_30242977_4171977906,cluster_243341156_4171977898,primary
30555975,8439080657,secondary
358505162,8530386527,primary
5094317308,8173291489,secondary
30295137,30295138,primary
2473393788,cluster_2473393793_2473393804_30297530,secondary
12952598289,619422387,primary
30243260,30333328,primary
506131402,cluster_2407371630_359979755,primary
2018512616,2537106454,secondary
415942346,cluster_1377225886_1457931649,secondary
559787231,cluster_30254225_5268554994_559787230_8205064230_#1more,secondary
1378087178,269383990,secondary
30313174,411290662,tertiary
30914373,30914390,secondary
3005325715,30297368,secondary
1311619392,442540255,primary
30295216,30295217,tertiary
482511539,cluster_2684144699_482505212,primary
693196413,cluster_1375272349_1375272355_1469237431,secondary
1860575762,30243337,secondary
2777318575,cluster_250793733_773324530,secondary
877366725,877366733,secondary
1017920240,1017920257,secondary
5711742102,cluster_1710709046_2578612972,secondary
2454108931,4385157799,secondary
30296789,317998745,primary
1086926705,2687171808,secondary
30556737,30556738,primary
1307272001,1860569742,secondary
2690159863,3679449091,secondary
2501701155,30237703,secondary
12696223063,331355854,primary
30253400,543552956,secondary
425648708,50101968,tertiary
462635549,cluster_462641356_8172065151,primary
359235505,cluster_359235504_359238794_359238889_359238890_#1more,primary
1856466576,2087204995,secondary
376748008,981699983,primary
269383883,269383990,secondary
998592654,cluster_12919565844_59850119_724126687_8125229482,secondary
30294326,30294498,secondary
30553975,cluster_126699971_30554977,secondary
598220565,9870574443,secondary
30254220,3207273508,secondary
30556736,30960868,primary
30558391,412370994,primary
126679138,82040343,primary
12898105330,308672754,secondary
288022712,535228382,secondary
356295211,7233634026,secondary
30294195,340195871,secondary
30558464,448700503,secondary
6223865340,6223865358,primary
30243261,30243262,primary
30295509,30295510,secondary
1148144149,12953490463,secondary
481146953,4992937068,secondary
12953261544,481122027,primary
10141741738,cluster_1555628857_35120259,secondary
4549272595,5908351895,secondary
401870564,5264791964,secondary
30617606,cluster_30617602_390878338,tertiary
4592704401,4592704405,secondary
423831232,430759324,tertiary
30237483,30237484,secondary
30584583,cluster_30584476_682377322,primary
30243065,442540280,primary
30242811,559794884,secondary
30295215,30295216,tertiary
30295892,482505201,primary
10177414039,10182310911,secondary
30556736,30556737,primary
30884299,cluster_30884329_775644929,secondary
192071165,4397169294,secondary
30332643,cluster_1759662344_30332756,secondary
1934457500,30312952,secondary
1374757842,359236960,secondary
12643382289,cluster_30296601_4251794054,primary
cluster_1864143497_250794419_431481362_9449729908,cluster_2264591826_2264591838,secondary
269382682,3191418776,secondary
30296789,cluster_316877744_4327379292,primary
320857509,572085967,primary
1367166877,390057407,secondary
30237481,30237482,secondary
390227134,5253055693,secondary
12919195227,cluster_1856466592_1856466753_8173456628,primary
10042808608,cluster_10042802546_10042808607_1312053314_1312053365_#2more,primary
1126035505,1378987659,primary
412453203,426652636,primary
30252066,30252067,secondary
2327729212,30246671,primary
30914404,30914405,secondary
126763470,412446078,tertiary
30246949,cluster_12945165121_12945165124_12945165125_4538123364_#3more,secondary
2326000392,30243881,secondary
559424460,616512950,secondary
390057407,416523680,primary
30313367,60969503,secondary
2473393954,597222067,secondary
35120240,5264792102,secondary
1621899827,30242973,primary
1475044289,269382694,secondary
415719087,cluster_1126998923_947908704,primary
243341175,243341274,primary
5264791965,cluster_13274010916_13274010917_5264791770,secondary
1305741275,1768555378,secondary
cluster_1116623801_1116623856,cluster_2914411511_330414541,primary
668486389,940874209,secondary
11264541277,3827694228,primary
3827694228,416012196,primary
2707017764,616880477,primary
347712660,347712663,secondary
416523700,8417804017,secondary
1710709043,4373522803,secondary
134575586#1-AddedOffRampNode,955341779,primary
112399403,112409083,secondary
482511822,cluster_2684144699_482505212,primary
359238598,359238600,secondary
30253375,cluster_5278618281_7866434035_9252974207,secondary
1374319492,5935527981,secondary
2681819413,2697655637,primary
1233754567,324231840,primary
3306168419,4826156626,secondary
3275080341,cluster_1016384550_3275080767,secondary
30238023,7580972991,secondary
622350681,627782657,primary
11322667565,1589583429,secondary
462635549,815063096,primary
30237682,30294781,tertiary
1532752080,750591201,secondary
426652636,537823705,primary
2983305742,415716575,primary
243338874,cluster_1297445112_247637112_2810872737_2810990580_#1more,primary
30243959,30254248,secondary
30253400,7033511105,secondary
559424462,597933816,secondary
690679238,690679239,primary
3136662659,cluster_432509969_977657487,primary
415718635,415719087,primary
434423048,7198084789,secondary
412453201,412453202,primary
30294531,30313439,secondary
2757843069,434471890,secondary
1001228501,506223416,secondary
2473393779,2473393781,secondary
603995030,603995049,primary
359238327,359239830,secondary
3184350873,cluster_219018793_219018794_426891065,secondary
448700605,448786033,secondary
449385485,cluster_449385486_770847877,primary
1695282564,1695282575,primary
1311619294,1367166877,secondary
30243879,30243889,secondary
30294190,30294339,secondary
30237682,3055187871,primary
1922952909,cluster_13274010916_13274010917_5264791770,secondary
425635742,425648707,tertiary
31285281,692247930,primary
1312053343,420892537,primary
1845692293,30253571,primary
30297381,597218424,secondary
30312831,30689525,secondary
687897075,9397904794,secondary
1311770048,30243371,secondary
2473393823,6326164170,secondary
1768886799,4826672643,secondary
30243061,cluster_2264591826_2264591838,secondary
30295338,30689140,tertiary
4237804310,cluster_2473393967_2473405274_4309985784,secondary
30298893,cluster_10140262448_10140262450_4834501645,secondary
1695062667,30254048,primary
412453115,412453971,primary
1595524585,364719688,secondary
30253440,30558464,secondary
126812847,126812850,secondary
30243065,cluster_4414985711_541643976_9605043050,primary
1534112204,30689096,primary
1148144149,12953490457,secondary
11487096508,30295245,primary
1378987659,1840721011,primary
10253033785,3193312157,secondary
30333337,30554044,secondary
1233760230,30294527,secondary
387127747,387127748,primary
243338874,247637113,primary
30295514,598224514,secondary
330416021,535228373,secondary
30237867,30237873,secondary
1710709043,4112911232,secondary
60969463,82026109,secondary
30238032,442540256,primary
423831232,8384718808,tertiary
1100295145,1100295241,secondary
2565812032,770847839,primary
8127333286,8529268154,secondary
12944492903,252826185,secondary
260723606,30295132,tertiary
364716641,364716778,secondary
323190135,323190137,secondary
30243356,30243357,secondary
537827467,568117147,primary
412453127,9420716633,primary
1623835965,1623835968,secondary
30237587,30246777,secondary
243338877,2767286533,secondary
30242816,559787233,secondary
12644016500,402875805,tertiary
211637737,216349848,secondary
30313348,cluster_1457780310_678297076,secondary
30236760,30248281,secondary
112399403,30237705,secondary
30246778,4840145821,secondary
2681819413,432467121,primary
30584583,30584585,primary
1374636407,cluster_12880645535_1374636541,primary
1479390211,cluster_269376045_6099715638_6663108848,secondary
1169009527,6227505782,secondary
13180378539,530964326,secondary
412453115,412453116,primary
320857509,425635744,primary
359234346,359236004,secondary
1303363170,434423009,tertiary
1337087460,412453202,primary
877366725,cluster_364670660_877366722,tertiary
13197779092,240976232,secondary
1935827763,cluster_1935827759_6002052354_622350685,tertiary
30238017,30246860,secondary
387127656,387127657,tertiary
30294674,31285555,primary
797407413,797407467,primary
568117156,cluster_2697516077_430764639,primary
1860575767,308733525,secondary
687897143,687897145,secondary
30238015,cluster_1012330342_340193179,secondary
2020374114,598224642,tertiary
30294854,974384683,secondary
3005325699,597933811,secondary
312894013,765910344,secondary
412450365,412450458,tertiary
598224743,598225132,tertiary
1001441837,cluster_1125604861_1935827833,tertiary
219029426,219029429,secondary
30314491,30314492,secondary
4385157796,506223345,secondary
249426450,2507405102,secondary
7040359552,7040359553,primary
cluster_1126848477_126797989_30243329,cluster_11289437704_442540272_9682864167,secondary
364669779,8384718808,primary
604943427,604943434,primary
324230925,981699926,primary
30254247,4139413963,secondary
323190133,323190135,primary
627782657,627782749,primary
12908680345,243341274,primary
11369675074,13270149602,secondary
126753810,8148449127,secondary
417978406,417978595,tertiary
4826156626,4826156632,secondary
1940624161,30312952,secondary
998615843,cluster_30294478_5264614128_7223680633,secondary
1298740470,392358854,primary
1255304807,30617804,primary
269379908,6210812030,secondary
30689536,506223345,secondary
12883618560,1311619294,secondary
432509869,cluster_1233754618_3055187866,primary
12256248810,cluster_2293731594_2293736615_9605286631,secondary
323169610,4554543618,primary
698899859,790028539,tertiary
11226951502,2749832743,secondary
cluster_243336646_243336865_3184350832,cluster_30244001_3592009292,secondary
3005325705,597933805,secondary
390057400,390057402,secondary
499122835,cluster_3822859920_4189406778,secondary
30237532,cluster_1378087192_557230563,secondary
2473393641,2473393657,secondary
10181609591,3314294600,secondary
30295493,30295517,secondary
429459480,cluster_429459477_8253104586_8253104587,primary
12901275344,6091986825,secondary
13197779092,4212111673,secondary
1017920188,2059751742,primary
12952598293,315486993,primary
30313122,30313123,tertiary
2473393741,3048076938,secondary
12896078062,559061399,secondary
430535703,430535725,secondary
30556740,30556741,primary
30264417,539186617,secondary
2018512616,6227505782,secondary
30248582,30313135,tertiary
30914408,30914422,secondary
3184350843,7862216634,secondary
2565812032,cluster_449385486_770847877,primary
1855128396,690411235,secondary
1526422833,364670490,primary
2087205021,288026013,secondary
598224398,598224514,tertiary
1860575763,30243397,secondary
30254584,cluster_30617602_390878338,tertiary
2708786214,8300566607,primary
30686179,5943146523,secondary
30243056,cluster_2874226365_30243264_559787236_9522195473,secondary
847727780,847727785,tertiary
30294492,30294499,secondary
30294178,30294489,secondary
1381852561,cluster_1381852565_3748616590_690803431,primary
1046607396,cluster_1174708055_1588285136,primary
30242874,3888894773,secondary
417808247,418136959,secondary
540312587,8121510030,secondary
542641435,542641437,secondary
687897145,687897156,secondary
1297521224,629334371,primary
cluster_1297490062_597933808_597933809_7206995893,cluster_3005325687_3005325693,secondary
1528727078,681936233,secondary
12896069778,365549364,secondary
194589435,3218700096,secondary
30294178,998567760,secondary
5335313618,cluster_420553141_420553180,secondary
30314622,4858601144,secondary
12923224011,604943434,primary
30253375,312891599,secondary
324230636,818710821,primary
30884261,3868361514,secondary
540312576,8379646811,secondary
1305741256,559418993,secondary
2505242600,366065824,primary
544223041,cluster_12703479479_543552982,secondary
1086926627,1299427207,secondary
2650778289,cluster_13119458932_2650778287_2650778313_522579231,primary
598222087,cluster_600061447_600061448,secondary
2708786214,616880477,primary
30254220,3207273509,secondary
30294531,8562072983,secondary
7756584367,cluster_1295286769_615815435,primary
211616876,3184350863,secondary
376748008,627782764,primary
1046599575,31286344,secondary
cluster_1139082290_1139082295_319630104_8550439929,cluster_12901275356_319630542_319630543_7546057082,secondary
30237643,30237701,secondary
1303430343,cluster_30332606_8223182475,primary
426883557,cluster_12643851450_429350330_583257391_8185022738,primary
1852768623,1852768629,secondary
1771985486,420553128,secondary
1043834187,1043834249,primary
847727781,847727782,tertiary
359235509,365287928,primary
30237617,30247431,primary
30253862,442540281,primary
1375812340,30556625,secondary
365565831,4385152385,secondary
1483860797,cluster_1483860784_1483861011,primary
544222994,544222999,secondary
262250618,262250621,secondary
30558433,364991353,secondary
797407413,797407441,primary
1532752086,252826185,secondary
8173291407,cluster_11289437704_442540272_9682864167,secondary
1603753674,7507211481,secondary
126797987,30243116,tertiary
1233754614,30294784,primary
4373522803,5289700459,secondary
30295337,30295343,tertiary
1357271772,cluster_415950289_6073196939,secondary
30295097,30960868,primary
243338878,cluster_1940573413_1940864524,secondary
30243394,8439080657,secondary
30253569,667410900,tertiary
166211429,30294483,secondary
30297363,541643994,secondary
2540121396,cluster_30294552_359547244,primary
359235499,7233634031,primary
1316679293,482511539,primary
30253388,597222090,secondary
559765972,71643529,secondary
30242874,30242965,secondary
30237633,30237634,secondary
453549623,556335169,tertiary
667387213,cluster_269376045_6099715638_6663108848,secondary
12953259294,323169610,primary
262251807,597212245,primary
30243879,4834212396,secondary
1046599575,cluster_1046599674_30295405,secondary
3275080341,cluster_3275080331_418737418,secondary
13269389030,cluster_190985498_190985499_533663031,secondary
11992146961,cluster_13134439125_431107481,secondary
1017920069,1017920255,secondary
12908680345,12908680347,primary
10893712431,30243056,primary
430535703,6762254081,secondary
2473393641,cluster_2473393628_2473393632_3127828871,secondary
430535724,430535725,secondary
960625627,cluster_495105018_5881397049_7546139445_7546139446_#2more,secondary
10114407391,11226951502,secondary
12896037724,9605043049,secondary
30254056,30555975,secondary
30237617,30247432,primary
243338866,4385157799,secondary
1297490070,30297301,secondary
3306168427,3306168428,secondary
330416921,535228382,primary
260723606,30295106,primary
681936376,681936382,secondary
1528717122,30251173,secondary
12999380162,541643986,secondary
178542532,178542533,secondary
30617636,387127521,tertiary
1400747719,71710267,secondary
364719895,692247917,secondary
13254400116,2235259451,secondary
30333334,30554037,primary
30253202,cluster_1125511774_243339109_4454226363_4454226365_#1more,secondary
30960624,412449344,tertiary
359236003,cluster_6100210188_6100210189_6100210191_6100210193_#5more,secondary
30314491,359234340,secondary
126763513,5254863488,primary
2456928106,567477671,tertiary
1233754562,30294673,tertiary
30294194,539147488,secondary
30294190,30558547,secondary
30689242,387127707,tertiary
387127642,387127649,tertiary
30556746,30556748,primary
1695282584,4407400125,primary
209093243,209094329,secondary
6125086059,630602352,secondary
1233754579,432510237,secondary
10141723907,557230545,secondary
30312954,30312955,secondary
6634825854,8173291489,secondary
269379907,998637904,secondary
30253206,365565046,secondary
cluster_11209803266_2473393849_2473405267_2767286491,cluster_2473393853_2473393864_2473393875_2473393884_#4more,secondary
5286242897,cluster_1622039363_5286242896,secondary
12945124082,26057079,secondary
1311770048,442540251,secondary
1261315828,392351069,primary
559052400,559052402,secondary
30296290,4592704401,primary
1117832745,30295509,secondary
30297293,668541555,secondary
629334371,863733275,primary
269382694,30558511,secondary
387130487,614217675,primary
559417176,597933742,secondary
412453201,412453967,primary
30254247,30254248,secondary
1043834187,1043834195,secondary
690812143,cluster_30960627_9408480017,tertiary
1710709034,4112911232,secondary
619407541,cluster_2578612976_262250647_2810872733_2810990584_#1more,primary
3059542904,363877276,secondary
598224743,cluster_363878889_598224741,tertiary
30251179,578369832,secondary
2077484253,626570863,primary
1306211583,30297485,secondary
359097332,567451703,primary
412458358,8384718808,primary
262251757,30312951,secondary
12919280809,30253983,secondary
262251807,312894381,primary
1475044288,30237533,secondary
30556748,30556749,primary
30556738,30556739,primary
30238026,30247433,primary
994071438,cluster_10199264298_668486373,secondary
597933738,cluster_1297490062_597933808_597933809_7206995893,secondary
30294765,30294769,tertiary
3314271774,559026426,primary
3251137562,387127656,tertiary
cluster_2146914032_667379829,cluster_429459477_8253104586_8253104587,primary
4552362841,7033511105,secondary
598219672,598219928,secondary
442540280,442540281,primary
358505133,cluster_358505134_8119424282,secondary
3825223113,cluster_1695282574_387130473,primary
603995035,950190478,tertiary
12884120608,390227134,secondary
166211429,1856466545,secondary
1621899827,30242975,primary
30297380,30297381,secondary
559061399,559418993,secondary
30296789,4251829813,secondary
243748042,437132969,secondary
11053219721,11053219722,primary
540312579,630600430,secondary
30312838,5711742102,secondary
2677447201,797407458,primary
30254057,879356706,primary
1768886795,561521641,secondary
211637737,216350784,secondary
423434652,423434655,tertiary
1362899977,cluster_1400465774_9788449184,secondary
5935527981,5935527982,secondary
262250617,262250618,secondary
415956313,82040343,primary
559794884,cluster_1864143497_250794419_431481362_9449729908,secondary
30237682,cluster_1002710274_126763506,primary
381023034,567477671,primary
415941159,60969459,secondary
1551112054,8397656591,secondary
2677447194,2677447201,secondary
1305741256,4834985777,secondary
688393798,688393834,secondary
2760236004,cluster_2293731616_5313720234,secondary
1753694399,627782657,secondary
269386319,269386336,secondary
30253862,879356706,primary
536838775,cluster_11367386983_11367386984,secondary
30297333,559052400,secondary
598224742,cluster_363878889_598224741,tertiary
376744227,572086738,tertiary
243342778,247636999,primary
30264417,cluster_2691107011_30294197_8528179107,secondary
30294856,974384683,primary
1623835968,423434652,secondary
425635742,425635743,tertiary
30243323,30247434,primary
256484325,863733388,tertiary
1479334951,cluster_1121909742_1479334886_8409412905,secondary
18520820-AddedOffRampNode,190932792,primary
482511832,cluster_12643382751_12643465396_415402216_482511496_#3more,secondary
1889882325,688393877,secondary
2689486049,598222648,secondary
13134439124,2850693122,secondary
559415593,559419000,primary
415718626,572085967,primary
30243163,8210712079,secondary
690424462,690431146,secondary
30556161,cluster_2293731594_2293736615_9605286631,secondary
30242864,33098957,secondary
30236779,7040359552,primary
30294332,30558560,secondary
59850116,7223680627,secondary
252825017,30238197,secondary
359238601,8193559509,secondary
1337087460,412453212,primary
1378060299,31285281,primary
30238383,cluster_1009334217_30238385_4538123437,secondary
26057131,30254228,secondary
626570863,629306851,primary
1457780009,5237907564,primary
3922954360,4592704409,primary
2983345305,4600193561,primary
3369034784,cluster_1622039335_4338262500,secondary
258565859,2665264315,primary
417978595,417978597,tertiary
1710746464,347712484,secondary
1046599615,125932462,secondary
1043834110,1043855099,primary
1528727078,251543584,secondary
1297445118,3679449091,secondary
324230919,cluster_30294654_381009510,primary
258565861,955030102,primary
4174384541,4174384549,secondary
4127412196,627782749,primary
1621899825,30253208,secondary
1551112040,1584415322,secondary
1584415322,692247917,secondary
598223783,598223921,secondary
30558296,535233407,secondary
323169030,cluster_323168834_323168835,secondary
1046607394,4407308354,secondary
31285424,324231840,secondary
960619355,cluster_3822859920_4189406778,secondary
30313122,30313162,tertiary
598220048,cluster_10617762299_561521683,secondary
2687171807,319428309,tertiary
3836110257,cluster_316877744_4327379292,primary
601048013,601048035,primary
30237873,30238005,secondary
2509871324,269386319,primary
598224398,8990571955,tertiary
1852768607,1852768623,secondary
10167743052,559052400,secondary
30243335,30555687,secondary
308456496,cluster_30584476_682377322,primary
60969502,60969503,secondary
530924812,532408931,secondary
688393865,7252348215,secondary
598220122,9873768080,secondary
2473393922,2473393938,secondary
12952468147,12952468148,secondary
4171977688,575781196,primary
30314622,356295267,secondary
478855288,6219224220,secondary
415941159,60969463,secondary
1303465772,30333339,primary
1282870796,559026426,primary
30295809,30295834,tertiary
4127392690,959498845,primary
30556739,30556740,primary
2650778307,2650778327,primary
1295283770,7756584367,primary
30251190,339961221,secondary
1857695693,378214322,secondary
1362899977,1400442248,secondary
598219933,598220122,secondary
530924812,532408967,secondary
12884120602,12884120608,secondary
243338885,30312830,secondary
12953490465,2689486049,secondary
