orig,dest,total_trips,completed_trips,free_travel_time,average_travel_time,stddiv_travel_time,shortest_distance,average_distance_traveled_per_veh,stddiv_distance_traveled_per_veh
30237697,8264714837,25,25,51.82142857142857,73.0,8.717797887081348,640.0,640.0,0.0
30237637,30237867,5,0,0.0,0.0,0.0,0.0,0.0,0.0
8655000700,30237639,50,0,0.0,0.0,0.0,0.0,0.0,0.0
8210106342,7806252248,10,10,68.64285714285715,100.0,0.0,961.0,961.0,0.0
7005287334,30243368,25,25,51.464285714285715,80.0,12.24744871391589,440.0,441.2,1.469693845669907
11370726443,8655000700,15,0,0.0,0.0,0.0,0.0,0.0,0.0
12884439746,442540270,30,30,1.0,27.5,9.895285072531598,14.0,14.0,0.0
1311619340,8097436674,5,5,42.35714285714285,55.0,0.0,593.0,593.0,0.0
12884439748,4173395797,35,0,0.0,0.0,0.0,0.0,0.0,0.0
3213093362,30237772,10,0,0.0,0.0,0.0,0.0,0.0,0.0
12884439749,30237615,25,25,23.57142857142857,50.0,14.142135623730951,318.0,318.0,0.0
6855299029,9042478734,15,15,93.42857142857143,175.0,8.16496580927726,1224.0,1224.0,0.0
8193762124,12884439746,15,0,0.0,0.0,0.0,0.0,0.0,0.0
30243367,442540270,20,20,67.57142857142857,95.0,7.905694150420948,946.0,946.0,0.0
30243370,7005287334,25,0,0.0,0.0,0.0,0.0,0.0,0.0
1812294093,8214234926,10,10,60.82142857142857,82.5,12.5,820.0,820.0,0.0
cluster_301572399_301572961_71643538,9042478734,30,30,84.0,147.5,24.281337140555777,1092.0,1092.0,0.0
6985826711,4897232219,45,0,0.0,0.0,0.0,0.0,0.0,0.0
30243323,359104405,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4897232218,12884439749,5,0,0.0,0.0,0.0,0.0,0.0,0.0
7806252248,30237772,15,15,46.5,73.33333333333333,4.714045207910316,651.0,718.3333333333334,95.22371319978839
30243322,cluster_301572399_301572961_71643538,10,10,34.517857142857146,40.0,5.0,394.0,394.0,0.0
30237698,cluster_301572944_71643547_9803583623,65,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_301572944_71643547_9803583623,30237697,10,10,50.17857142857143,55.0,0.0,614.0,614.0,0.0
30237640,4173395797,15,0,0.0,0.0,0.0,0.0,0.0,0.0
11861295890,11861295890,5,0,0.0,0.0,0.0,0.0,0.0,0.0
359104407,7806252248,45,45,47.160714285714285,84.44444444444444,13.630937940428108,565.0,570.6666666666666,8.013876853447538
6985826711,12953119988,20,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_301572460_301572949_71643543,8655000700,20,20,67.83928571428571,126.25,18.498310733685926,862.0,862.0,0.0
30237772,442540240,25,0,0.0,0.0,0.0,0.0,0.0,0.0
12884439749,7806252248,25,25,41.05357142857142,78.0,18.05547008526779,469.0,469.0,0.0
3213093362,6762205324,40,0,0.0,0.0,0.0,0.0,0.0,0.0
4222882539,442540270,35,35,36.267857142857146,94.28571428571429,36.295274331178575,291.0,291.0,0.0
442540240,7806252248,30,30,117.50000000000001,195.0,27.688746209726915,1351.0,1351.0,0.0
6762205335,442540240,20,0,0.0,0.0,0.0,0.0,0.0,0.0
6762205335,7005287334,25,0,0.0,0.0,0.0,0.0,0.0,0.0
359104405,30243367,5,5,34.85714285714286,45.0,0.0,488.0,488.0,0.0
cluster_301572944_71643547_9803583623,12884439757,40,0,0.0,0.0,0.0,0.0,0.0,0.0
6762205322,8235449359,10,0,0.0,0.0,0.0,0.0,0.0,0.0
12944467681,30247166,65,0,0.0,0.0,0.0,0.0,0.0,0.0
10896077231,8193762124,15,15,65.96428571428571,88.33333333333333,6.236095644623236,715.0,718.0,0.0
30238027,30237635,30,30,72.30357142857143,97.5,12.162099599438687,782.0,782.0,0.0
3213093362,30237613,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30237772,4823547657,40,40,58.857142857142854,73.125,11.439378261076953,668.0,668.0,0.0
8197554957,2989836095,20,0,0.0,0.0,0.0,0.0,0.0,0.0
12884439746,30238027,35,35,88.51785714285715,137.85714285714286,18.488827293635406,985.0,1011.8571428571429,45.64906061129711
8097436674,cluster_301572399_301572961_71643538,20,0,0.0,0.0,0.0,0.0,0.0,0.0
6762205324,30243370,5,0,0.0,0.0,0.0,0.0,0.0,0.0
8210106342,30243370,20,0,0.0,0.0,0.0,0.0,0.0,0.0
11370726443,8235449359,15,0,0.0,0.0,0.0,0.0,0.0,0.0
6855299029,30237638,35,35,61.714285714285715,76.42857142857143,6.3887656499993986,864.0,864.0,0.0
cluster_301572459_301572957_71643542,30238025,15,15,32.375,63.333333333333336,4.714045207910317,259.0,259.0,0.0
7806252248,359104405,40,0,0.0,0.0,0.0,0.0,0.0,0.0
30237639,3236553576,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30237615,12884439757,30,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_30237612_6670690974,12884439756,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4823547657,3236553576,55,0,0.0,0.0,0.0,0.0,0.0,0.0
1311619488,442540300,15,15,35.23214285714286,53.333333333333336,10.274023338281626,398.0,398.0,0.0
cluster_301572306_301572951_71643537,6434214256,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30237641,30237637,5,5,42.85714285714286,55.0,0.0,600.0,600.0,0.0
30243322,2989836087,10,0,0.0,0.0,0.0,0.0,0.0,0.0
442540300,8197554957,45,45,2.952380952380952,26.666666666666668,6.666666666666667,40.0,40.0,0.0
30237635,cluster_30237612_6670690974,35,0,0.0,0.0,0.0,0.0,0.0,0.0
30243368,30243366,10,10,13.428571428571427,15.0,0.0,188.0,188.0,0.0
12884439748,6634825854,20,20,8.642857142857142,36.25,4.14578098794425,121.0,148.0,46.76537180435969
30237634,30243323,15,15,75.71428571428572,111.66666666666667,24.944382578492945,1055.0,1057.6666666666667,2.0548046676563256
4897232218,30237634,35,35,40.92857142857143,182.85714285714286,123.94863979133636,357.0,1251.0,1144.7818257517145
30237615,12884439748,5,5,18.142857142857146,40.0,0.0,254.0,254.0,0.0
30238029,4897232218,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30243323,8197554957,20,20,107.04166666666667,317.5,155.94470173750693,1408.0,2585.5,1292.731313924127
5260292356,cluster_301572306_301572951_71643537,15,15,77.92857142857143,106.66666666666667,4.714045207910316,1082.0,1174.3333333333333,58.92556509887896
30237634,10896077231,40,0,0.0,0.0,0.0,0.0,0.0,0.0
8264714837,30243366,50,0,0.0,0.0,0.0,0.0,0.0,0.0
8214234926,442540300,10,0,0.0,0.0,0.0,0.0,0.0,0.0
12884439746,30237617,15,15,29.357142857142858,88.33333333333333,23.921166824012207,411.0,411.0,0.0
5260292356,359104407,15,15,4.071428571428571,11.666666666666666,2.357022603955158,57.0,57.0,0.0
30237640,30237635,35,35,33.92857142857143,44.285714285714285,10.83267920578793,475.0,475.0,0.0
8235926364,5260601900,35,0,0.0,0.0,0.0,0.0,0.0,0.0
30237637,8197554957,10,10,10.80952380952381,32.5,2.5,150.0,150.0,0.0
8197554957,8224714481,35,0,0.0,0.0,0.0,0.0,0.0,0.0
12944467681,30247434,20,20,4.428571428571429,5.0,0.0,62.0,62.0,0.0
cluster_301572459_301572957_71643542,359104407,25,25,74.46428571428571,195.0,58.90670590009256,867.0,1500.6,520.7170440844048
359104405,cluster_301572306_301572951_71643537,5,5,54.71428571428571,70.0,0.0,757.0,766.0,0.0
30237638,442540270,55,55,25.714285714285715,76.81818181818181,18.982375470746454,360.0,366.90909090909093,9.139868165495859
30237615,1311619368,15,15,37.125,55.0,4.08248290463863,469.0,471.0,0.0
3213093362,442540270,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30237616,442540270,10,10,59.214285714285715,115.0,5.0,594.0,721.0,127.0
30237616,30237867,30,0,0.0,0.0,0.0,0.0,0.0,0.0
6762205335,1311619368,10,10,133.57142857142856,327.5,172.5,1730.0,2977.0,1245.0
12944467681,30237637,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4222882539,5260601900,65,65,66.55357142857143,150.76923076923077,55.6377761074031,715.0,728.5384615384615,28.33485319046922
12884439748,1311773884,10,10,3.357142857142857,15.0,0.0,47.0,47.0,0.0
30243367,7005287334,25,0,0.0,0.0,0.0,0.0,0.0,0.0
4897232218,30237640,5,5,119.01785714285715,195.0,0.0,1183.0,1519.0,0.0
30247166,12884439746,10,0,0.0,0.0,0.0,0.0,0.0,0.0
30238029,12953119985,15,15,104.375,126.66666666666667,12.472191289246473,1081.0,1081.0,0.0
7806252248,6762205322,30,30,60.71428571428571,118.33333333333333,12.801909579781013,829.0,838.0,0.0
30247434,12884439749,10,0,0.0,0.0,0.0,0.0,0.0,0.0
12953119988,11370726443,20,0,0.0,0.0,0.0,0.0,0.0,0.0
8126691012,11861295890,5,0,0.0,0.0,0.0,0.0,0.0,0.0
359104407,4222882539,20,0,0.0,0.0,0.0,0.0,0.0,0.0
1362899971,4897232218,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30237617,1311773884,25,25,53.42857142857142,114.0,19.849433241279208,748.0,763.2,7.6000000000000005
1311773884,cluster_301572944_71643547_9803583623,20,20,86.01785714285714,125.0,27.613402542968153,999.0,1230.0,226.0
6434214256,30237613,20,20,24.57142857142857,36.25,2.165063509461097,344.0,344.0,0.0
1311619340,1812294093,15,15,44.19642857142857,51.666666666666664,9.428090415820632,354.0,354.0,0.0
5260292356,8214234926,10,10,78.92857142857143,110.0,10.0,1105.0,1166.5,61.5
30237640,30237614,15,15,49.21428571428571,88.33333333333333,32.99831645537222,689.0,944.3333333333334,361.0958629259303
5260292356,9223593605,30,30,17.726190476190474,75.83333333333333,26.83540364684103,162.0,162.0,0.0
30237613,1311619340,15,15,33.49999999999999,73.33333333333333,29.53340857778225,469.0,475.3333333333333,8.9566858950296
6985826711,30243367,15,0,0.0,0.0,0.0,0.0,0.0,0.0
2989836087,11861295890,25,0,0.0,0.0,0.0,0.0,0.0,0.0
9042478734,30247166,35,0,0.0,0.0,0.0,0.0,0.0,0.0
30247089,9223593605,10,0,0.0,0.0,0.0,0.0,0.0,0.0
8193762124,6985826711,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30237613,12944467681,20,0,0.0,0.0,0.0,0.0,0.0,0.0
30237867,10896077231,20,0,0.0,0.0,0.0,0.0,0.0,0.0
30243368,1311619340,5,5,72.71428571428572,265.0,0.0,1018.0,2125.0,0.0
30237614,30243367,40,40,58.5,92.5,18.708286933869708,814.0,987.875,219.31338165966983
30237614,30247166,80,80,41.64285714285714,90.3125,25.828082463667332,348.0,494.875,113.76888579484287
6874436644,30243370,30,0,0.0,0.0,0.0,0.0,0.0,0.0
8173291489,6634825854,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4222882539,30243323,20,20,106.62500000000001,238.75,4.14578098794425,1276.0,1323.75,54.421388258661686
30247433,8214234926,5,5,37.57142857142857,40.0,0.0,526.0,526.0,0.0
30237613,6434214256,35,0,0.0,0.0,0.0,0.0,0.0,0.0
11370726443,6762205335,25,0,0.0,0.0,0.0,0.0,0.0,0.0
11861295890,2989836087,35,0,0.0,0.0,0.0,0.0,0.0,0.0
6985826711,6874436644,10,0,0.0,0.0,0.0,0.0,0.0,0.0
30237698,30237617,25,0,0.0,0.0,0.0,0.0,0.0,0.0
9803583625,5260601900,5,0,0.0,0.0,0.0,0.0,0.0,0.0
359104405,7806252248,35,35,4.142857142857143,30.714285714285715,11.780301787479031,58.0,58.0,0.0
30237617,6762205324,15,15,54.5,78.33333333333333,4.714045207910316,754.0,763.0,0.0
8193762124,30237616,30,0,0.0,0.0,0.0,0.0,0.0,0.0
3236553576,555187275,25,25,117.01785714285715,160.0,24.289915602982237,789.0,870.6,0.8
30237772,30243368,40,40,111.14285714285714,168.125,27.378995142261886,1260.0,1452.0,107.6951716652144
8210106342,8193762124,30,30,6.5,12.5,3.8188130791298667,91.0,91.0,0.0
cluster_301572399_301572961_71643538,6434214256,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30243367,5260601900,30,30,82.14285714285714,302.5,166.82700620702872,1150.0,2420.8333333333335,1076.0573740383095
12884439757,3213093362,20,20,23.642857142857146,46.25,2.165063509461097,331.0,331.0,0.0
8235449359,1311619368,30,0,0.0,0.0,0.0,0.0,0.0,0.0
8193762124,359104407,5,0,0.0,0.0,0.0,0.0,0.0,0.0
12944467681,30238027,40,0,0.0,0.0,0.0,0.0,0.0,0.0
12953119985,cluster_30237612_6670690974,5,0,0.0,0.0,0.0,0.0,0.0,0.0
10896077231,30247089,25,25,101.01785714285714,173.0,71.17583859709698,1121.0,1384.2,526.4
2989836095,6985826711,10,0,0.0,0.0,0.0,0.0,0.0,0.0
442540240,11370726443,15,15,66.01785714285714,100.0,14.719601443879744,715.0,716.6666666666666,0.9428090415820634
12884439749,4897232219,5,0,0.0,0.0,0.0,0.0,0.0,0.0
442540300,5260601900,30,30,30.42857142857143,65.0,11.902380714238083,426.0,437.3333333333333,8.013876853447538
30237639,30238027,10,10,71.625,120.0,45.0,573.0,813.5,240.5
5761245141,9223593605,35,0,0.0,0.0,0.0,0.0,0.0,0.0
30243370,8235449359,40,40,0.16666666666666666,13.125,6.584783595532961,1.0,1.0,0.0
30237696,6985826711,20,20,123.17857142857143,187.5,20.766559657295186,770.0,1418.25,375.16154853609396
30243368,12884439748,5,5,73.35714285714286,280.0,0.0,1027.0,2113.0,0.0
8173291489,8655000700,30,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_301572399_301572961_71643538,30237867,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30237635,30247167,30,30,74.17857142857143,149.16666666666666,43.533192955363255,650.0,1007.8333333333334,386.8946526151818
8214234926,9803583625,15,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_301572306_301572951_71643537,8197554957,35,35,95.68452380952381,257.85714285714283,170.54235215204173,1249.0,1637.857142857143,926.0017631225776
30237639,10896077231,5,0,0.0,0.0,0.0,0.0,0.0,0.0
8126691012,30243322,15,0,0.0,0.0,0.0,0.0,0.0,0.0
30237641,4897232219,35,0,0.0,0.0,0.0,0.0,0.0,0.0
30237772,30247434,20,20,91.21428571428572,112.5,21.937410968480304,1272.0,1390.0,195.72174125528312
4173395797,2989836095,40,40,1.2916666666666665,20.625,8.816709987291178,7.0,7.0,0.0
cluster_301572460_301572949_71643543,442540300,5,5,75.71428571428571,95.0,0.0,877.0,877.0,0.0
30237772,30237696,35,35,24.285714285714285,50.714285714285715,6.226998490772391,340.0,340.0,0.0
11861295890,30237634,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30247166,7005287334,55,0,0.0,0.0,0.0,0.0,0.0,0.0
30243322,30238029,15,0,0.0,0.0,0.0,0.0,0.0,0.0
6874436644,30238025,30,0,0.0,0.0,0.0,0.0,0.0,0.0
8097436674,30237613,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30237867,30247431,25,25,61.92857142857143,98.0,9.273618495495704,844.0,865.8,0.9797958971132713
12884439749,30237697,10,10,38.39285714285714,120.0,5.0,437.0,1067.0,57.0
30237637,cluster_301572944_71643547_9803583623,25,25,70.80357142857143,112.0,12.083045973594572,789.0,790.6,0.8
9803583625,30237617,10,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_301572460_301572949_71643543,12953119985,15,15,70.375,91.66666666666667,6.236095644623236,809.0,809.0,0.0
30247433,30237634,5,5,85.23214285714286,110.0,0.0,939.0,999.0,0.0
12944467681,30243323,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30238026,8193762124,15,15,29.21428571428571,35.0,0.0,408.0,409.0,0.0
9803583625,6762205335,30,0,0.0,0.0,0.0,0.0,0.0,0.0
2989836087,442540240,10,0,0.0,0.0,0.0,0.0,0.0,0.0
30238025,442540240,25,0,0.0,0.0,0.0,0.0,0.0,0.0
30237638,6762205335,10,0,0.0,0.0,0.0,0.0,0.0,0.0
6434214256,5375631705,10,0,0.0,0.0,0.0,0.0,0.0,0.0
30243370,6762205324,10,10,25.476190476190474,35.0,5.0,198.0,198.0,0.0
7806252248,7005287334,25,0,0.0,0.0,0.0,0.0,0.0,0.0
30238025,8224714481,10,0,0.0,0.0,0.0,0.0,0.0,0.0
6762205322,442540240,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30237617,1812294093,5,5,71.28571428571429,80.0,0.0,827.0,827.0,0.0
3236553576,30247432,10,10,85.23809523809524,105.0,10.0,617.0,617.0,0.0
6434214256,30238027,10,10,105.26785714285714,132.5,12.5,888.0,1379.0,0.0
5260601900,11370726443,25,25,59.214285714285715,79.0,8.0,829.0,829.0,0.0
4897232218,1362899971,15,15,43.92857142857143,76.66666666666667,16.99673171197595,399.0,404.6666666666667,8.013876853447538
3236553576,6434214256,20,0,0.0,0.0,0.0,0.0,0.0,0.0
11861295890,1812294093,5,0,0.0,0.0,0.0,0.0,0.0,0.0
5260601900,4897232219,20,0,0.0,0.0,0.0,0.0,0.0,0.0
8655000700,2989836095,15,0,0.0,0.0,0.0,0.0,0.0,0.0
30237867,30238029,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30237637,30247433,20,20,37.42857142857143,68.75,4.14578098794425,522.0,523.0,1.0
8224714481,6985826711,5,5,129.64285714285714,185.0,0.0,825.0,905.0,0.0
30237635,30237616,15,15,38.857142857142854,103.33333333333333,82.59674462242579,466.0,1044.3333333333333,817.8868435724401
6855299029,1362899971,50,50,79.5,228.5,111.84922887530338,1113.0,1603.9,554.325436905073
3213093362,30247432,15,0,0.0,0.0,0.0,0.0,0.0,0.0
30247431,cluster_301572459_301572957_71643542,25,25,51.375,142.0,61.04096984812741,519.0,807.6,235.64091325574174
30237633,30237697,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30237698,5260292356,25,0,0.0,0.0,0.0,0.0,0.0,0.0
8235449359,12884439749,5,0,0.0,0.0,0.0,0.0,0.0,0.0
442540270,9803583625,30,30,89.05357142857143,122.5,14.930394055974098,935.0,1041.1666666666667,46.58474953124561
30238027,8235926364,15,0,0.0,0.0,0.0,0.0,0.0,0.0
442540300,11370726443,15,15,83.21428571428571,140.0,0.0,1165.0,1212.3333333333333,66.9394419523265
4823547657,30247166,5,0,0.0,0.0,0.0,0.0,0.0,0.0
1311619340,30237696,35,35,21.71428571428571,68.57142857142857,37.293649949161754,304.0,549.8571428571429,283.89204616817113
9803583625,6434214256,10,0,0.0,0.0,0.0,0.0,0.0,0.0
8235926364,9803583625,35,0,0.0,0.0,0.0,0.0,0.0,0.0
12884439748,30237634,15,15,5.5,255.0,117.6860229593982,77.0,2254.0,1267.8044013174904
30237697,8224714481,30,0,0.0,0.0,0.0,0.0,0.0,0.0
1311770053,8264714837,5,5,105.375,110.0,0.0,1182.0,1182.0,0.0
442540300,6874436644,40,40,83.66071428571429,176.875,15.599979967935857,941.0,1014.875,59.2292949054773
1812294093,5761245141,5,5,62.17857142857143,120.0,0.0,831.0,831.0,0.0
30243368,cluster_301572460_301572949_71643543,25,25,69.19642857142857,160.0,43.58898943540674,704.0,748.2,88.4
30237698,6762205335,10,0,0.0,0.0,0.0,0.0,0.0,0.0
30243370,30243323,20,20,23.42857142857143,82.5,2.5,328.0,328.0,0.0
5260292356,30237697,5,5,40.32142857142857,125.0,0.0,476.0,1049.0,0.0
30243323,1311619368,65,65,123.78571428571428,213.46153846153845,35.91574624593462,1593.0,1654.3846153846155,203.98549664188548
30237638,30243370,35,0,0.0,0.0,0.0,0.0,0.0,0.0
4897232218,1311619368,30,30,71.41071428571429,134.16666666666666,20.086617988656585,735.0,745.6666666666666,7.586537784494029
1812294093,30237697,15,15,54.35714285714286,70.0,8.16496580927726,641.0,641.0,0.0
4823547657,30243323,35,0,0.0,0.0,0.0,0.0,0.0,0.0
8264714837,12884439756,5,0,0.0,0.0,0.0,0.0,0.0,0.0
8224714481,4173395797,45,0,0.0,0.0,0.0,0.0,0.0,0.0
9803583625,3213093362,15,0,0.0,0.0,0.0,0.0,0.0,0.0
5761245141,5260292356,25,0,0.0,0.0,0.0,0.0,0.0,0.0
3213093362,30247089,15,0,0.0,0.0,0.0,0.0,0.0,0.0
8224714481,8214234926,20,20,102.28571428571428,267.5,79.25433742073679,818.0,820.0,1.0
6985826711,9042478734,20,0,0.0,0.0,0.0,0.0,0.0,0.0
30238025,6874436644,25,25,91.19642857142857,132.0,40.93897898091744,781.0,829.2,96.4
9803583625,10896077231,20,0,0.0,0.0,0.0,0.0,0.0,0.0
30237615,5761245141,20,20,72.64285714285714,87.5,5.5901699437494745,1007.0,1009.0,0.0
6762205322,30238025,5,0,0.0,0.0,0.0,0.0,0.0,0.0
12953119985,1362899971,15,0,0.0,0.0,0.0,0.0,0.0,0.0
5260292356,1311619340,5,5,3.857142857142857,15.0,0.0,54.0,54.0,0.0
30237640,12884439756,25,0,0.0,0.0,0.0,0.0,0.0,0.0
12944467681,8235926364,10,0,0.0,0.0,0.0,0.0,0.0,0.0
8264714837,12944467681,25,0,0.0,0.0,0.0,0.0,0.0,0.0
12884439746,30243322,5,5,111.40476190476191,155.0,0.0,1024.0,1258.0,0.0
30237640,12884439749,30,0,0.0,0.0,0.0,0.0,0.0,0.0
6634825854,30237617,60,0,0.0,0.0,0.0,0.0,0.0,0.0
4222882539,cluster_301572459_301572957_71643542,15,15,114.78571428571429,180.0,21.602468994692867,1190.0,1486.6666666666667,149.0354171180648
30243322,12953119985,5,5,115.19642857142856,210.0,0.0,1435.0,1437.0,0.0
8224714481,7005287334,25,0,0.0,0.0,0.0,0.0,0.0,0.0
8235449359,30237639,20,0,0.0,0.0,0.0,0.0,0.0,0.0
8264714837,2989836095,35,0,0.0,0.0,0.0,0.0,0.0,0.0
1311773884,12884439756,20,0,0.0,0.0,0.0,0.0,0.0,0.0
9803583625,12944467681,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30243367,30237638,5,5,41.857142857142854,170.0,0.0,586.0,1521.0,0.0
2989836087,30237637,25,25,94.0297619047619,152.0,38.28837943815329,1021.0,1066.8,91.60000000000001
12953119985,30243370,5,0,0.0,0.0,0.0,0.0,0.0,0.0
7005287334,12884439757,20,0,0.0,0.0,0.0,0.0,0.0,0.0
8197554957,30238026,20,0,0.0,0.0,0.0,0.0,0.0,0.0
5260292356,5260292356,5,5,0.0,10.0,0.0,0.0,108.0,0.0
30247432,cluster_301572399_301572961_71643538,25,25,56.5,89.0,17.72004514666935,503.0,750.0,0.0
4222882539,30238026,5,5,89.76785714285715,180.0,0.0,1040.0,1055.0,0.0
2989836087,12884439746,35,0,0.0,0.0,0.0,0.0,0.0,0.0
11861295890,442540270,45,0,0.0,0.0,0.0,0.0,0.0,0.0
30237867,30237638,35,35,34.42857142857143,90.71428571428571,37.36199094463434,326.0,812.5714285714286,318.8218746496263
30237696,30247167,5,5,43.75,50.0,0.0,350.0,350.0,0.0
2989836095,5260601900,15,0,0.0,0.0,0.0,0.0,0.0,0.0
1311619368,359104407,5,0,0.0,0.0,0.0,0.0,0.0,0.0
7806252248,4173395797,30,0,0.0,0.0,0.0,0.0,0.0,0.0
11861295890,6855299029,20,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_30237612_6670690974,442540300,25,25,50.160714285714285,123.0,14.352700094407323,607.0,607.0,0.0
12953119988,8193762124,5,0,0.0,0.0,0.0,0.0,0.0,0.0
8173291489,30247434,30,0,0.0,0.0,0.0,0.0,0.0,0.0
30243368,30247089,10,10,71.42857142857142,202.5,42.5,1000.0,1655.5,110.5
12884439748,442540240,25,0,0.0,0.0,0.0,0.0,0.0,0.0
9223593605,6434214256,45,0,0.0,0.0,0.0,0.0,0.0,0.0
7005287334,9042478734,20,20,61.32142857142856,150.0,11.180339887498949,761.0,761.0,0.0
9223593605,442540240,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4823547657,2989836095,35,0,0.0,0.0,0.0,0.0,0.0,0.0
6762205322,30247434,15,0,0.0,0.0,0.0,0.0,0.0,0.0
442540240,3236553576,35,0,0.0,0.0,0.0,0.0,0.0,0.0
11861295890,cluster_30237612_6670690974,20,0,0.0,0.0,0.0,0.0,0.0,0.0
6874436644,12953119988,20,0,0.0,0.0,0.0,0.0,0.0,0.0
30237639,359104407,5,5,26.285714285714285,90.0,0.0,368.0,368.0,0.0
30237697,30243323,25,25,68.71428571428572,81.0,9.695359714832659,701.0,701.0,0.0
30238026,30238025,5,5,14.375,15.0,0.0,115.0,115.0,0.0
11370726443,30237697,35,0,0.0,0.0,0.0,0.0,0.0,0.0
359104407,8097436674,10,10,58.30357142857142,125.0,50.0,721.0,1120.5,399.5
5375631705,30237867,25,0,0.0,0.0,0.0,0.0,0.0,0.0
8214234926,30247434,5,0,0.0,0.0,0.0,0.0,0.0,0.0
1311619368,8264714837,30,0,0.0,0.0,0.0,0.0,0.0,0.0
8264714837,30237633,15,0,0.0,0.0,0.0,0.0,0.0,0.0
30243322,cluster_301572306_301572951_71643537,35,35,19.642857142857146,30.714285714285715,10.497813183356477,275.0,275.0,0.0
8655000700,442540240,15,0,0.0,0.0,0.0,0.0,0.0,0.0
5260601900,8126691012,30,30,12.910714285714286,43.333333333333336,13.743685418725535,123.0,123.0,0.0
30247166,30237639,15,15,45.5,50.0,0.0,463.0,463.0,0.0
5761245141,4897232218,40,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_301572459_301572957_71643542,30247432,15,15,39.82142857142857,73.33333333333333,26.562295750848715,382.0,382.0,0.0
30237640,cluster_301572460_301572949_71643543,30,30,56.57142857142857,102.5,12.5,504.0,504.0,0.0
5260292356,2989836095,20,0,0.0,0.0,0.0,0.0,0.0,0.0
9042478734,cluster_301572306_301572951_71643537,15,0,0.0,0.0,0.0,0.0,0.0,0.0
7806252248,12884439746,5,0,0.0,0.0,0.0,0.0,0.0,0.0
30237637,4897232219,35,0,0.0,0.0,0.0,0.0,0.0,0.0
30247431,cluster_301572399_301572961_71643538,15,15,66.0,83.33333333333333,10.274023338281628,636.0,718.3333333333334,116.43691663538482
30237613,4897232218,70,0,0.0,0.0,0.0,0.0,0.0,0.0
30243367,6762205324,15,15,21.0,25.0,0.0,294.0,294.0,0.0
442540240,30247089,15,15,100.71428571428571,211.66666666666666,73.06770072260991,1116.0,1533.6666666666667,590.6698645511627
8126691012,6985826711,5,0,0.0,0.0,0.0,0.0,0.0,0.0
12944467681,8193762124,15,0,0.0,0.0,0.0,0.0,0.0,0.0
6985826711,cluster_301572306_301572951_71643537,5,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster_301572459_301572957_71643542,1311773884,35,35,84.96428571428571,199.28571428571428,21.782786688538437,1014.0,1138.2857142857142,273.53543217115623
6634825854,2989836087,20,0,0.0,0.0,0.0,0.0,0.0,0.0
1311619488,4173395797,20,0,0.0,0.0,0.0,0.0,0.0,0.0
30238025,12884439748,5,5,58.285714285714285,370.0,0.0,726.0,2527.0,0.0
8264714837,12884439748,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4222882539,30247434,30,30,114.69642857142857,253.33333333333334,62.89320754704402,1389.0,1443.8333333333333,87.28576949053927
30243322,359104405,15,0,0.0,0.0,0.0,0.0,0.0,0.0
5260601900,1311773884,30,30,33.07142857142857,100.83333333333333,24.395468613840745,463.0,478.8333333333333,7.080881928749334
30247433,cluster_301572944_71643547_9803583623,5,5,33.375,45.0,0.0,267.0,267.0,0.0
cluster_30237612_6670690974,442540240,35,0,0.0,0.0,0.0,0.0,0.0,0.0
9223593605,1311619488,10,0,0.0,0.0,0.0,0.0,0.0,0.0
6762205335,12953119985,25,25,116.69642857142856,293.0,38.80721582386451,1456.0,2560.6,343.231467088902
5761245141,1311773884,25,0,0.0,0.0,0.0,0.0,0.0,0.0
30237616,8235449359,20,0,0.0,0.0,0.0,0.0,0.0,0.0
30237867,3213093362,5,5,46.0,105.0,0.0,623.0,644.0,0.0
